Provider Id,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
10001,44.41358024691358,46542.87939641509,10036.619396331276,8745.07550574528
10005,38.67111111111111,18542.219135006762,7384.554970164443,6177.151901236484
10006,40.125698324022345,45627.31410672341,9535.423762418983,8057.019397178728
10007,21.946428571428573,12823.581218945947,5494.060901839285,4558.554809351351
10008,18.625,15053.301478333335,6163.267981000001,5535.033933833333
10011,32.655913978494624,48714.046484120896,10803.691048677421,9158.306722065932
10012,21.159574468085108,44775.699573064514,6595.260087244679,5184.545761435485
10016,27.890295358649787,54564.37219818183,9147.49749166667,7467.543224876619
10018,13.0,31023.69,12350.96,8139.31
10019,37.28823529411765,23473.6624600885,6469.824255123529,5340.298688637167
10021,25.372093023255815,15756.47814022222,7125.795317093026,6373.919922074076
10022,31.866666666666667,23839.289615454545,6949.6466636000005,5441.94390109091
10023,36.0,45730.94205086109,12585.559055209233,10720.653854111108
10024,34.324675324675326,47786.02658607846,10254.120945188313,8518.29577821078
10029,39.83473389355742,22585.47461412767,10766.148139521008,9140.260795855316
10032,12.142857142857142,14629.116111666668,5641.422857142858,4645.303333333333
10033,40.70267131242741,85510.28908351061,19563.65790429268,15789.358105923753
10034,18.735294117647058,11370.046925666667,6395.966473558823,5068.440018416667
10035,37.1256038647343,27793.148840142847,8824.681213256044,7726.40444352857
10036,27.714285714285715,31736.933678714293,5660.018343590476,4826.120814857143
10038,24.893203883495147,49614.02219602942,5716.902776776698,4657.31519725
10039,59.29210526315789,73867.36858501982,13257.846460494751,11021.472166707512
10040,38.633116883116884,121741.06842080397,10198.492158866888,8539.07597481407
10044,20.782608695652176,18078.209938666667,6532.44112573913,5403.534483333334
10045,21.486486486486488,16352.988834652171,6905.291635945948,5633.596867391304
10046,36.18877551020408,83038.13522164177,8033.970749474493,7575.159515149254
10047,17.105263157894736,6248.344193461538,4813.142638210526,3771.006242538461
10049,27.074626865671643,46120.61422777777,6266.929942985076,4871.364019622221
10051,11.0,5626.55,6125.55,4988.09
10052,19.791666666666668,6547.379687235294,6136.752470208333,5343.0612254705875
10055,32.344632768361585,74003.35633809323,9390.54152754237,8300.67005204661
10056,38.63376623376623,51284.507254426884,10565.985258254539,8582.374317936758
10058,17.375,7353.621286166667,5186.7975815,4297.749384
10059,17.875,13561.186963625,6695.403261083331,5711.412003625001
10061,29.927835051546392,14892.146041065576,6002.693280917526,5021.3878630655745
10062,20.805555555555557,13908.638085652174,5723.26690461111,5039.0135925652185
10065,26.97029702970297,14121.958849661542,6987.121210653468,5443.887425338465
10069,17.697674418604652,16061.037928571428,6233.548189325582,5240.144724571429
10073,35.84375,11286.67038695,5998.4661135,4928.9600835
10078,34.61818181818182,55547.811342300905,8691.468543066665,7616.433213407077
10079,27.975806451612904,20802.46809116867,7087.360694153227,6128.965350433735
10083,28.522875816993466,63463.79919352939,6302.0462912287585,5299.2464063039215
10085,38.80297397769517,23781.592035377053,7830.637102048327,6491.884906612022
10086,24.869565217391305,25684.06019935484,5374.201917978261,4358.521887870968
10087,19.420289855072465,37730.67876172341,21845.934880478264,20496.28511206383
10089,33.296875,35574.48640767441,7513.180279804689,6539.134662023258
10090,33.71341463414634,34152.52413616896,10498.99734482317,8560.363382095895
10091,15.863636363636363,8974.763793133334,4768.2266855454545,3851.7778365333334
10092,52.62337662337662,42229.49302843491,11018.959443852273,9685.41716172236
10095,16.0,7749.857777833332,6190.2785051,5169.8143433333325
10097,48.92307692307692,7535.2813481,6283.073375615384,5317.011619100001
10099,19.76,9912.079349906251,5277.925249960001,4245.6054304687505
